utterance_id,conversation_id,agent,message,topic
310,13,agent_1,"Oh yeah, and with countries like South Africa where its legal to equip cars with flame-throwers, I guess that doesn't help either. I wonder if the cars come equipped with a ""launch"" button",SciTech
311,13,agent_2,That is amazing. What a neat way to get through traffic jams. I guess each country has a certain way they want their cars to look and perform. I just read that there is an arrow mnext to the gas symbol on your car that tells you which side you have to pump on.,SciTech
312,13,agent_1,"Yes~! I actually only recently learned about that too, that comes extremely useful when I'm in rental cars. Do you listen to any music or anything when you're driving in your car?",Music
313,13,agent_2,"An oldie station, though their idea of oldies keep advancing through time. Guess that happens to all of us. I love music however.",Music
314,13,agent_1,"Yeah, oldies do advance through time, I also love music, I wished I played an instrument. Steven Spielberg even played the clarinet for the Jaws soundtrack, as if he wasn't talented enough already.",Music
315,13,agent_2,"I didn't know that. I never played either, all thumbs when it comes to the dexterity needed to play.",Music
316,13,agent_1,"Haha, even at 100 years, Japan still released rap albums of two twins! I wonder how many people bought their songs.",Music
317,13,agent_2,"I have never been found of rap, every generation has it's own music and turns up their noses at 'new' stuff.",Music
318,13,agent_1,"I do enjoy music by Phil Collins, I guess I can't be the only one since it's been recorded in the English, Italian, German, Spanish, and French versions for the Tarzan soundtrack.",Music
319,13,agent_2,"Yes, artists now go global. In my time only the biggest names could do that. I even know the music of an Icelandic band and I kind of like it.",Music
320,13,agent_1,"Oh wow, speaking of Iceland, I hope to visit that amazing country some day.",Travel_Geo
321,14,agent_1,Hi.  Do you still subscribe to TV (cable or satellite) or have you cut the cord?,Movies_TV
322,14,agent_2,i have cut it. i do not like to watch the tv. it is a distraction and a time waster. do you still subscribe?,Movies_TV
323,14,agent_1,I have cut the cord as well.  I can get local news / weather with an over-the-air antenna.  I still watch via streaming (Netflix and Amazon Prime) - no commercials and I can stop at anytime or binge watch if I want to.  Did you know that there are more than 750 episodes of Pokemon.  That's more than 250 hours or 10 days of binge watching!,Other
324,14,agent_2,please do not binge watch pokemon. that will destroy your brain. you must resist! remain strong!,Movies_TV
325,14,agent_1,"It is not something I would binge watch.  But some comedies are worth it (over several days).  Like ""3rd Rock from the Sun"".  Did you know it beat out Seinfeld, Friends, and Frasier for the 1998 Golden Globe for Best Comedy Series?",Movies_TV
326,14,agent_2,"it must be a great show to binge watch. i will put 3rd rock on my binge list. it is not a new show, but it must be a classic",Movies_TV
327,14,agent_1,"it ended in the early 2000s.  Another one I stream from time to time is the Simpsons.  When I am in the right mindset, it can be an entertaining political satire / comedy.  Bart is so essential to the show that there is only one episode in which he does not appear or is mentioned!",Movies_TV
328,14,agent_2,i will look for that episode! i wonder if it is really that funny without bart in it. he is the best!,Movies_TV
329,14,agent_1,"I agree.  Earlier I brought up Seinfield.  Did you follow his series ""Comedians in Cars"" on Netflix?",Movies_TV
330,14,agent_2,"i did not, but it sounds pretty funny. what do they talk about? seinfeld is a funny guy.",Movies_TV
331,14,agent_1,"Its an impromptu dialogue on the way to a coffee shop often in a vitage / classic car.  It went on for 9 seasons.  So are you a car, truck, or SUV person?",Other
332,14,agent_2,"i prefer the car. i like cars, especially fast ones. i cannot afford one though! LOL",Other
333,14,agent_1,"I live in a rural area (on the edge of suburbia) so I have a truck because I have some livestock.  In a bit of trivia, did you know it is legal to have flame throwers on your vehicle to prevent carjacking?  I wonder if auto theft is higher there than here?  It certainly implies it!",Other
334,14,agent_2,There is a lot of crime there.,Other
335,14,agent_1,"Well, one thing I cannot do with my truck is go thru the McD's drive-thru.  Its a Ford F-350 with dual rear tires, so it sits too far out to make the food / money exchange.  I thought McD put drive thru as a way to bring in more customers (and it did that too) but it was for GIs who could not get out of their cars wearing regulation fatigues!",Other
336,14,agent_2,that is great! good for mcd's. they were thoughtful of the customers that needed them the most. military food is terrible! and fast food is necessary for good morale among the troops! LOL,Food_Drink
337,14,agent_1,"Now days, cars can come with built-in cellular service.  Do you have that and do you use it to stream TV in you car?",SciTech
338,14,agent_2,i do not but i think it could be a distraction to drivers! i would not want that. i am a bad enough driver as it is.,Other
339,14,agent_1,"Very good point!  I don't have because of the cost.  If we go on a roadtrip, then I will download stuff to the Ipad for the kids, like Thomas the Tank Engine for the youngest.  Did you know that George Carlin narrated more than 50 episodes of Thomas?  I would have never thought that  given his salty tongue!",Literature
340,14,agent_2,"george carlin, the comedian? he is a great talent, but i hope he didnt use any of those seven words! LOL",Celebrities
341,14,agent_1,"True, he may be a beloved comedian, but I would have never considered him a narrator for a ""G"" rated young kids show.  Neither would have I thought Alec Baldwin to be able to hold his tongue and narrate Thomas as well for more than 50 episodes!",Celebrities
342,14,agent_2,"yes, alec would have spewed something hateful and then apologized right there on the recording. i guess they had to carefully edit the recording. LOL",Other
343,14,agent_1,"Back to comedy and Carlin, are you a fan of British Comedy, like Monty Python?",Movies_TV
344,14,agent_2,"I do like the Python. they made some great movies, like holy grail.",Movies_TV
345,14,agent_1,"I liked it as well.  Interestingly enough, the creator of the ""Python"" programming language named it in part as a tribute to the Monty Python comedy group.",Other
346,14,agent_2,"that is quite an homage. the inventor must have loved their work. anyway, great chat!",Other
347,14,agent_1,"Thanks, and same to you!",Phatic
348,15,agent_1,Do you have a facebook account?,SciTech
349,15,agent_2,"Yes, I do. Speaking about facebook, did you know that 1/3 of all divorce filings in the US in 2011 contained the word 'facebook'? Astonishing, right?",SciTech
350,15,agent_1,"1/3 of all divorce fillings? wow that is crazy, I guess Facebook can be a dangerous tool if you forget to log out or give a like to the wrong picture",SciTech
351,15,agent_2,I agree. It can also be the source of much fake news. 30% of Americans rely on Facebook as their primary source of news!,News
352,15,agent_1,"They do? I wouldnt trust Facebook to be my main source of news lol, did you hear about that crazy Burger King promotion?",News
353,15,agent_2,"No, what was that about? And I would not trust facebook as my primary news source either. They have no credibility",News
354,15,agent_1,"I agree, there are a lot of fake news in the media, and the promotion was about unfriending 10 friends on Facebook, you would get a free whopper by doing that",News
355,15,agent_2,There are actually more people on facebook right now than there were in the world 200 years ago!,SciTech
356,15,agent_1,"That makes sense almost everyone has an account these days, amazing how much Facebook is worth, $104 billion dollars",SciTech
357,15,agent_2,They also have a total of 58 different gender options!,SciTech
358,15,agent_1,"Thats a lot, I can only think of 5 or 6 tops lol, wonder what the other 52 are",Other
359,15,agent_2,Two of the 58 are Male and Female but 56 other custom genders is still a lot,Other
360,15,agent_1,"It is, Mark Zuckerberg is a genius though, do you know that Facebook is blue primarily bacause he suffers from a form of colorblindness!!",Celebrities
361,15,agent_2,Really? That's very interesting. Facebook was actually originally intended to be only used by Harvard students. I am suprised it blew up so quickly!,SciTech
362,15,agent_1,"MySpace must regret the decision of not buying the company back in 2005, they had the chance to buy it for $75 million",SciTech
363,15,agent_2,"Yep. In Ohio, it is illegal to warm up your car. I found that very surprising!",Other
364,15,agent_1,"It is surprising, just like how its legal to equip your car with flame-throwers in South Africa all to prevent carjacking",Other
365,15,agent_2,That must be very dangerous! Google's self driving cars have an 'aggressive' mode.,SciTech
366,15,agent_1,"Im not sure about self driving cars, Jann Mardenborough became a pro driver by beating 90,000 people",Other
367,15,agent_2,A man in New York bought a barn filled with classic cars. Talk about lucky!,Other
368,15,agent_1,"That is lucky, how much did he buy the barn for?",Other
369,15,agent_2,"I am not sure, but I am sure that it was much less than the amount that the cars were worth",Other
370,15,agent_1,"Yeah, I bet, classic cars can be worth a lot of money specially if they are in great conditions.",Other
371,16,agent_1,"Hello, are you interested particularly in politics?",Politics
372,16,agent_2,"Here and there! I do keep up with it! Although I don't know what to think of Regan's suggestion he could envision a limited nuclear war, even if it was she's ago! What about you?",Politics
373,16,agent_1,"That's crazy! I honestly would have expected that to be said be Trump, not Reagan. Although I know Trump is threatening military action against North Korea, which makes me feel like a limited nuclear war is in the possibility eventually, that's a scary thought.",Politics
374,16,agent_2,"Indeed. But then again, Trump's threats of military action are a bluff according to HR McMaster. So we shall see I suppose...",Politics
375,16,agent_1,"Oh I'm sure we will, it's funny to see two similar minds be at battle, in terms of both Trump and Kim Jong Un having a lot of media around them with their own agenda to promote the,",Politics
376,16,agent_2,"So true. And hey, maybe the Trump's critics are questioning his sanity in order to help convince Kim that he's serious! Ha! Who knows, though?",Politics
377,16,agent_1,"Ahah fair enough. Honestly though if I try to be objective, I think Kim Jong Un is more of a nut. I mean he edits pictures to depict a different history than reality!",Politics
378,16,agent_2,"You are right! Just as crazy people like Stalin and Mao did. Must be something crazy leaders do? Then again, Kim is no idiot though, just psychotic. They say he even learned to drive at the age of 3!",Politics
379,16,agent_1,"Ahah see? I wonder how many people get brainwashed into thinking he really did all that! I personally don't think anything he says can be trusted, we don't even know how old he really is!",Other
380,16,agent_2,Agreed! And can you believe Kim was voted sexiest man alive by the Onion and China of all places believes it? Ha!,Politics
381,16,agent_1,"Ahah maybe power really is that alluring. He certainly tries to appear like a loving, fun person, after all he ordered the renovation of their theme parks, who would have even thought they had theme parks!",Politics
382,16,agent_2,"I know, right? Plus no one knows how old he is. Not to mention he ordered the execution of his own uncle in 2013!",Politics
383,16,agent_1,"Wow that's crazy, presidents really do do some fascinating things. It seems in general presidents are less focused than we think, like the president of Indonesia has released 3 pop albums, WHILE in office!",Politics
384,16,agent_2,"Exactly. It's crazy! And can you believe Trump isn't even in the top three wealthiest presidents of all time in the US? It's actually Washington, Jefferson and JFK!",Politics
385,16,agent_1,"That's really shocking! Maybe they measure for inflation, otherwise I don't know how they got that! I bet what makes Trump even more mad is that the White House isn't as large as the president's GUEST house!",Politics
386,16,agent_2,"Wow! Ha! You would think it'd be the opposite! Heck, I wonder how Americans would feel if the presidential runner up in elections automatically became vice president as it used to be up until 1805!",Politics
387,16,agent_1,"It's probably a good thing that got changed ahah, I wonder if aliens existed on other planets, maybe they'd have different election systems. Then again it's hard to even imagine life elsewhere, like there's a planet where it rains glass! Imagine being there.",Other
388,16,agent_2,"Hey, who knows? AstronomerAstronomers did detect a planetary system with building blocks of life roughly 455 light years away so perhaps we'll know how their election systems work one day!",SciTech
389,16,agent_1,"Well we definitely can't live in some of the planets closer by haha, especially not Uranus, which spins and rolls around the sun, so maybe looking 455 light years away is our only hope!",SciTech
390,16,agent_2,"Ha! That is true. Or even Venus where it doesn't tilt and therefore, the planet has no seasons because of that! In fact, It's the only planet that rotates clock wise!",SciTech
391,16,agent_1,"Hopefully one day we will find life on another planet somewhere! Anyways it was nice chatting with you, have a good day!",Other
392,17,agent_1,I was trying to figure out if I should watch some Family Guy or play the Playstation. Today is my day off work and I want to relax.,Other
393,17,agent_2,Well video games can be a good way to relax. DO you know what they were originally called?,Games
394,17,agent_1,"No, i have no idea. What?",Other
395,17,agent_2,Cathode ray tube amusement devices,Games
396,17,agent_1,"Oh geez, thats a horrible name! What he heck.",Other
397,17,agent_2,Yeah I am glad they changed it to something that is shorter and makes much more sense,Psychology
398,17,agent_1,I know that the department of defense used 1760 playstations to build a supercomputer because it was the cheapest way to do it. Crazy fun fact!,Games
399,17,agent_2,Yeah that is something. Do you know who does the voice of Woody in the video games?,Games
400,17,agent_1,Oh my gosh I love that movie but I never knew that he brother did voices. That is funny! I can see how they would sound alike probably though. I learned that ts illegal for kids 16 years old and younger in South Korea to play video games past midnight. Thats a weird law.,Politics
401,17,agent_2,"It is a weird law and my question is, how to they enforce that to begin with",Politics
402,17,agent_1,"Right! I would not want to live somewhere that had such invasive laws. Stephen Fry did the narration for the Little Big PLanet, Hitchhikers Guide to the Galaxy. He also did the Harry Potter video games, another fun fact.",Games
403,17,agent_2,"Well, talk about talent. Do you know how much we play video games as a planet in wekk?",Games
404,17,agent_1,"No, how much do we play video games? I am not even able to guess.",Games
405,17,agent_2,Well a game designer calculated that is is 3 billion hours in a week,Games
406,17,agent_1,"Oh geez, that is scary! Maybe South Korea is on to something,lol. I like those games that are interactive. I have tried the one called Brothers: A Tale of Two Sons. It was a neat experience if you like to really be engaged.",Games
407,17,agent_2,"Nice, I do not think I have played that ones before. Did you know PS3's are being used to study black holes?",SciTech
408,17,agent_1,"What , really! That super high tech and crazy! I didnt know that NASA would use something we all have at home.",SciTech
409,17,agent_2,"Go figure, right? Did you ever watch That 70s SHow?",Movies_TV
410,17,agent_1,"Oh yeah, I dont really know a lot about that show but I wanted to be a fan! I love the 70's vibe and the bell bottoms!",Other
411,17,agent_2,"I guess in some countries it just does not work, maybe because they made it verbatim",Politics
412,17,agent_1,"Oh, wow. The lingo was not meant to be translated and I can see how that could be really weird, not groovy man!",Other
413,17,agent_2,"Yeah, different type of humor there. Nice chatting with you :)",Phatic
414,18,agent_1,Are you a fan of baseball by any chance?,Sports
415,18,agent_2,Yes I watch baseball from time to time. It's interesting how both teams take turns batting and Fielding,Sports
416,18,agent_1,It is. Do you happen to know why baseball managers wear uniforms?,Sports
417,18,agent_2,"Yes I do, I think it's because they can actually play in the game if necessary right? Did you know that a seventeen-year-old actually struck out Babe Ruth? I wonder what became of her",Celebrities
418,18,agent_1,Yes it is. I did not know that. That's very impressive.,Phatic
419,18,agent_2,"There is a rule in baseball I'd never heard about though, have you heard about what happens if a player catches a baseball in their hat?",Sports
420,18,agent_1,I have not. What happens?,Phatic
421,18,agent_2,"Yes if you catch the ball in your hat then you will get three bases actually, that's actually really good they should try that more often in games",Sports
422,18,agent_1,I had no idea. Did you also know that baseball in insanely popular in Japan?,Sports
423,18,agent_2,"I did know that I think that the stadiums are a lot more fun in Japan as well, what do you think about the Chicago Cubs by the way? They actually won the first World Series back to back",Sports
424,18,agent_1,It's so popular that they are shocked that it's America's past time. They had a very long lull after that until recently.,Other
425,18,agent_2,"Yeah that makes sense. Did you hear about the fact that the MLB will typically use about 160,000 baseball's a year",Sports
426,18,agent_1,I did not. I knew it had to be a lot but I would not have guessed that high. Do you know the alternate name for kickball in Canada?,Sports
427,18,agent_2,Isn't it called soccer baseball LOL that's a really dumb name. on a different note though do you ever watch the news,Sports
428,18,agent_1,It is. I do watch the news sometimes but I get more of my news from newspaper apps.,News
429,18,agent_2,Yeah I mostly get my news online too. But it is funny to me that the Simpsons was making fun of Fox News so then they were going to sue them LOL,News
430,18,agent_1,Wow! That's ridiculous. They would never be successful with parody laws anyway.,Politics
431,18,agent_2,"No I don't think so. But what is also interesting is that Fox News tried to make a conservative Daily Show television show, but it was cancelled after only 13 episodes",Movies_TV
432,18,agent_1,They certainly are not known for their comedy so I am not surprised. Did you know that it was created by Republican media strategist Richard Ailes and Richard Nixon?!,Politics
433,18,agent_2,"No I didn't know that. Did you also know that the median age of viewers for Fox News is 68, that is pretty old",Movies_TV
434,18,agent_1,I'm not surprised by that either. Especially when I see who is posting things they would do on Facebook.,SciTech
435,19,agent_1,hey there do you have Netflix by chance?,Entertainment
436,19,agent_2,"Hello - how are you? I do have Netflix, what about you?",Phatic
437,19,agent_1,"I'm good, and ya I like Netflix I like Stranger things a lot, can't believe they started way back in 1997",Movies_TV
438,19,agent_2,I love Netflix too,Phatic
439,19,agent_1,ya its crazy that it takes up about 33% of all internet traffic,SciTech
440,19,agent_2,That is crazy. Did you know Netflix spends 20 times more on postage than bandwidth?,Other
441,19,agent_1,"no that is wild, I see why they want to switch to all digital, also crazy that netflix and youtube together make up half of all internet traffic, I watch youtube all the time",SciTech
442,19,agent_2,That is also crazy. I didn't realize Reed Hastings was inspired to startup Netflix after racking up $40 in late fees on Apollo 13.,Other
443,19,agent_1,"haha ya that is a wild thing, good movie though, sad that blockbuster didn't buy them when they had the chance",Movies_TV
444,19,agent_2,I agree. Crazy that Netflix is now worth $2 billion.,Other
445,19,agent_1,"yup, they were offered to blockbuster for 50 million, thats quite a lot of value appreciation!",Other
446,19,agent_2,That is a very big jump in appreciation. Did you know that people fantasy draft the national spelling bee lol?,Games
447,19,agent_1,"oh I did, they also do fantasy congress, people seem to do fantasy everything these days haha",Games
448,19,agent_2,lol that's hilarious. I only do fantasy football. What about you?,Sports
449,19,agent_1,"ya I only do fantasy football as well, ahve you read any books by Terry Pratchett btw? he writes fantasy novels",Literature
450,19,agent_2,I have not read any books by him. Wonder if they are any good?,Literature
451,19,agent_1,"ya I don't know, I just know he was knighted for ""services to literature"" so hopefully they are really good",Literature
452,19,agent_2,Interesting. Did you know a single fold in the brain makes the difference between reality and fantasy?,Psychology
453,19,agent_1,"I didn't, would you ever check out that fantasy novel from that janitor in chicago, I guess it was like 15k pages haha",Literature
454,19,agent_2,haha I think I would have to pass on that. Way too long for me.,Other
455,19,agent_1,"yup, it could be amazing but it could also be that long and horrible haha",Other
456,19,agent_2,It was good talking to you!,Phatic
457,20,agent_1,Did you hear about that serial killer Shawn Grate?,Other
458,20,agent_2,"I have not, who was he?",Phatic
459,20,agent_1,"He is a serial killer that is goog looking, Shawn Grate a normal citizen",Other
460,20,agent_2,"yikes, those are the scary ones, easy to lure people. How did they catch him?",Other
461,20,agent_1,"He attracted women with his looks, seemed normal and then he would lure the and kidnap them",Other
462,20,agent_2,Dang that sounds like something straight from television. Do you watch much television?,Movies_TV
463,20,agent_1,"I do watch TV, what about you?",Phatic
464,20,agent_2,"Me too, I love the animation shows like south park and family guy. Do you ever watch those?",Movies_TV
465,20,agent_1,I used to love them havent watched them in a while both are really funny TV shows,Movies_TV
466,20,agent_2,"For sure, did you ever watch the south park making fun of family guy?",Movies_TV
467,20,agent_1,"I think I did, it was a long time ago though, so funny, I like when they mock celebrities and also other shows",Movies_TV
468,20,agent_2,"yea it was awesome, they were calling family guy out for stealing stuff from the simpsons. The simpsons liked it so much they sent south park flowers as a thank  you lol",Movies_TV
469,20,agent_1,"I bet they have a great relationship with each other, another series I liked was that 70s show",Movies_TV
470,20,agent_2,"I loved that show, it is on netflix now. I heard there was a UK version of that show that didn't do too hot",Movies_TV
471,20,agent_1,The remake was really bad so bad it got cancelled after only 10 episodes,Movies_TV
472,20,agent_2,"yikes, I wonder how many careers that killed. Probably a different style of humor that the UK doesn't like",Other
473,20,agent_1,"Yeah I think so, did you also watched Pokemon back in the day or even now?",Movies_TV
474,20,agent_2,"I used to watch Pokemon religiously, I wonder if they ever caught them all",Movies_TV
475,20,agent_1,"I dont think so there are a lot of Pokemons now, 150 seemed like a lot at the beggining",Movies_TV
476,20,agent_2,"right, I think I saw there was like 750 episodes so I hope they did lol! It was so nice chatting with you!",Other
477,20,agent_1,"Yeah thats about it, its been 16 years of Pokemons, and its been great chatting with you thanks,",Other
478,21,agent_1,Steve Birnbaum plays for the D.C. United and had some culture shock after coming to the nations capital.  Do you like D.C?,Sports
479,21,agent_2,"Yeah I heard that Steve is a good defender in that league.  I do, I have been there twice before, how about you?",Other
480,21,agent_1,"I was there and like all the free museums, including Natural History.  But, it is very fast-paced just like Birnbaum says.",Travel_Geo
481,21,agent_2,"Yeah it is very fast paced, and I think it is very cool that the museums are free.",Other
482,21,agent_1,Birnbaum seems to have felt a bit intimidated by everyone in suits as he often dressed more informally and worried people thought he was unemployed.,Psychology
483,21,agent_2,"That is pretty funny, I guess Birnbaum is also an avid golfer.",Sports
484,21,agent_1,Over 5 seasons he has been an MLS all-star.,Sports
485,21,agent_2,"That is quite an accomplishment. On a different note, do you like dogs?",Pets_Animals
486,21,agent_1,I have a dog!  Do you like them?  If you are in Istanbul you can help out the stray dogs by recycling your plastic bottles in a vending machine that dispenses food and water to them,Pets_Animals
487,21,agent_2,"I love dogs, but don't have one right now.  That is so cool! Very interesting fact.",Other
488,21,agent_1,Dogs have 12 different blood types!  I wonder if it's because of breeding or some from different wolf families?,Pets_Animals
489,21,agent_2,"That is so many, wow!  I am not sure but that is a very good question.  I guess they drink with the underside of their tongues.",Pets_Animals
490,21,agent_1,What are some things you learned from the passages?,Other
491,21,agent_2,"Lots of interesting things, I guess Antartica has a disc golf course!",Sports
492,21,agent_1,"Is that different from regular golf that has 18 holes, sand traps, hazards and bunkers?",Sports
493,21,agent_2,"Yeah it is, scored the same way, but uses discs and metal baskets instead of balls and holes.",Sports
494,21,agent_1,"Seems like golf courses use a lot of water.  The average one uses 312,000 gallons per day.  That sounds expensive.  Too bad not enough rain!",Sports
495,21,agent_2,"Holy cow that is a ton of water, but I guess they have to keep all grass in good shape.",Other
496,21,agent_1,Sounds like Babe Ruth was a famous golfer.  That's right once a famous golfer in America.,Sports
497,21,agent_2,"I never knew that, very interesting.  Did you know he played himself in a popular movie?",Movies_TV
498,21,agent_1,"I would like to see that!  Have you ever been to Georgetown near D.C.?  If you like coffee, try out The Coffee Bar.  You might find Birnbaum there. That would be fun!",Travel_Geo
499,22,agent_1,hello,Phatic
500,22,agent_2,"Hi there, do you follow politics much?",Politics
501,22,agent_1,"no, I do not know much about politics. But this article is helping me learn some things, My first article is about Michael Cohen with regards to president trump",Politics
502,22,agent_2,Yeah I guess they are everywhere in the news. Do you know who are the three wealthiest presidents in the US?,Politics
503,22,agent_1,"yes JFK, Washington, and Jefferson",Politics
504,22,agent_2,Yeah. The president of Indonesia is a pop star on top of being a president,Politics
505,22,agent_1,did you know that elmo is the only non-human to testify before the U.S. congress? I did not know that,Politics
506,22,agent_2,Did not know that either and I am starting to think what elmo testified about.,Politics
507,22,agent_1,"yeah no idea what he testified about, will google that later. Interesting, the term congress came from a parley during battle in the late middle ages",Politics
508,22,agent_2,Haha that is cool. Did you know that Fantasy congress actually exists?,Games
509,22,agent_1,no I did not know,Phatic
510,22,agent_2,Yeah and apparently they draft members and get the points based on legislative success,Politics
511,22,agent_1,did you know that there are three subway lines for congressmen to move between the capitol and the house and senate offices?,Politics
512,22,agent_2,Yeah I guess they need to be safe and not ride with the rest of the public. Did you know women were elected to congress before they were able to vote?,Politics
513,22,agent_1,"That is so pitifully sad, women have taken way too much crap. Did you know a man in france impersonated a government official and managed to sell the Eiffel tower two times?",Other
514,22,agent_2,"not sure how he pulled that off, but wow. did you know the republicans and the democrats play a game ever year of baseball for over 100 years now?",Politics
515,22,agent_1,"Wow, I guess baseball is more popular than I thought. Did you know the norwegian government donated 1 billion dollars to help save the amazon rainforest? I didn't know it was in such need of saving",Politics
516,22,agent_2,"Yeah it sure is, the majority of it has been cleared, it is really sad. In Nevada, the government owns 86% of the land",Politics
517,22,agent_1,Did you know wikileaks actually published the government's plan to destroy wikileaks,Politics
518,22,agent_2,Haha they are just too good. On the other hand  it seems the government is granting to much power now that they cannot be persecuted according to the geneva convention,Politics
519,22,agent_1,"Something I can't wrap my brain around, is the fact that the presidents guest house is larger than the white house",Politics
520,22,agent_2,I am wondering if they maybe get a lot of guests. Not sure though. Nice chat:),Other
